event,probability
sink,0.021618903971845148
charter,0.004022121669180492
idle,0.0001436472024707319
reconstitute,0.00423759247288659
eligible,0.00265747324570854
maximize,0.0009337068160597573
reluctant,0.0053867700926524455
silhouette,0.00035911800617682973
sinkings—3.1,7.182360123536594e-05
structure,0.003878474466709761
hammer,0.0016519428284134166
underway,0.011635423400129283
log,0.0043812396753573225
notify,0.013933778639660993
blend,0.004524886877828055
rupture,0.0010773540185304892
cherish,0.0008618832148243913
coerce,0.0018674136321195146
resort,0.011419952596423184
instated,0.0008618832148243913
vie,0.0031602384543561015
inhibit,0.0029447676506500035
introudced,7.182360123536594e-05
implicit,0.00035911800617682973
awaken,0.00229835523953171
shield,0.00423759247288659
stuff,0.0019392372333548805
bestow,0.00919342095812684
raffle,0.00021547080370609782
recode,7.182360123536594e-05
unleash,0.005530417295123178
fatigue,0.0001436472024707319
then,0.00021547080370609782
seed,0.0006464124111182935
punish,0.007397830927242692
thrash,0.00035911800617682973
truly,7.182360123536594e-05
re,0.010127127774186598
contemplate,0.007541478129713424
divorce,0.016734899087840264
pop,0.00229835523953171
choreograph,0.0007182360123536595
bloody,0.00043094160741219563
acclaim,0.003591180061768297
sag,0.0007182360123536595
"movies""—won",7.182360123536594e-05
thicken,0.0007182360123536595
tumble,0.001005530417295123
package,0.0017237664296487825
cap,0.00229835523953171
detectable,0.00035911800617682973
invert,0.0005745888098829275
redevelop,0.0009337068160597573
ingest,0.0006464124111182935
array,0.00043094160741219563
swing,0.004884004884004884
entail,0.004740357681534152
coach,0.002513826043237808
deduce,0.0033757092580621994
coax,0.00043094160741219563
part,0.005027652086475616
blunt,0.0005745888098829275
spar,0.00761330173094879
will,0.0021547080370609784
curious,0.0005745888098829275
readopts,7.182360123536594e-05
mislay,0.0002872944049414638
dose,0.0002872944049414638
heal,0.0017955900308841484
misspoke,0.00043094160741219563
foster,0.009480715363068304
against,0.006105006105006105
legalize,0.004093945270415859
caucus,0.0002872944049414638
topple,0.005817711700064641
class,0.0017955900308841484
aggregate,0.0001436472024707319
complicate,0.009337068160597572
please,0.0020828844358256123
coincide,0.016016663075486604
magnify,0.0013646484234719528
rouse,0.001149177619765855
wink,7.182360123536594e-05
reference,0.014867485455720749
endow,0.00229835523953171
trivialize,0.0002872944049414638
summarize,0.014292896645837822
operationalizing,7.182360123536594e-05
inductively,7.182360123536594e-05
reshape,0.002226531638296344
reinvigorate,0.0013646484234719528
“,0.0015801192271780507
mediate,0.003806650865474395
elucidate,0.0007900596135890254
substantiate,0.0017237664296487825
refocus,0.002370178840767076
spur,0.011276305393952453
slip,0.011348128995187818
export,0.011060834590246356
ward,0.0009337068160597573
famous,0.002011060834590246
correct,0.00459671047906342
knowledgeable,0.0002872944049414638
dabble,0.0010773540185304892
recreate,0.0033038856568268333
power,0.011419952596423184
perfect,0.004022121669180492
standardize,0.0030165912518853697
complement,0.0030884148531207353
term,0.014077425842131725
accredit,0.0030165912518853697
ignite,0.011779070602600014
irrigate,0.00035911800617682973
enquire,0.0007182360123536595
tow,0.005027652086475616
dredge,0.0005745888098829275
ferment,0.0005745888098829275
weave,0.00229835523953171
construction,0.001149177619765855
row,0.001005530417295123
sew,0.003447532859297565
entangle,0.0006464124111182935
smelt,0.0005027652086475615
appreciate,0.009265244559362206
acquaint,0.00229835523953171
mill,0.0007900596135890254
pound,0.003447532859297565
compile,0.013861955038425626
debunk,0.001436472024707319
postpone,0.01537025066436831
eye,0.0006464124111182935
drill,0.003734827264239029
vent,0.0010773540185304892
slot,0.00035911800617682973
hollow,0.001005530417295123
disable,0.009696186166774402
depress,0.003519356460532931
disconnect,0.001292824822236587
reclassify,0.002011060834590246
sabotage,0.00265747324570854
mourn,0.003663003663003663
narrate,0.0053867700926524455
farm,0.0020828844358256123
reckon,0.0016519428284134166
worship,0.003806650865474395
disassemble,0.0007182360123536595
encroach,0.00265747324570854
incite,0.004740357681534152
shed,0.006105006105006105
fashion,0.0017237664296487825
transplant,0.0007900596135890254
funnel,0.0030884148531207353
emancipate,0.0002872944049414638
bound,0.0017955900308841484
bounce,0.002513826043237808
yield,0.01062989298283416
cultivate,0.009337068160597572
skyrocket,0.00265747324570854
trend,0.0015801192271780507
construe,0.00043094160741219563
out,0.0020828844358256123
fin,0.007326007326007326
poison,0.004812181282769518
extinguish,0.003878474466709761
fold,0.006392300509947569
rechambered,0.00021547080370609782
revel,0.00043094160741219563
marvel,0.0002872944049414638
deviate,0.003663003663003663
string,0.0017955900308841484
crowd,0.0020828844358256123
underestimate,0.0033757092580621994
pummel,0.0002872944049414638
clamber,0.0002872944049414638
counterattack,0.003806650865474395
spearhead,0.012425483013718307
mine,0.004740357681534152
brave,0.0008618832148243913
race,0.004668534080298786
roar,0.0009337068160597573
scour,0.0005027652086475615
spatter,0.0001436472024707319
voyage,0.00021547080370609782
alternate,0.00229835523953171
ham,0.0001436472024707319
creative,7.182360123536594e-05
slap,0.0013646484234719528
shove,0.0017237664296487825
offend,0.004884004884004884
soften,0.0033757092580621994
misworded,7.182360123536594e-05
cheat,0.0027292968469439056
flirt,0.0016519428284134166
sever,0.013000071823601236
consummate,0.0005745888098829275
intimate,0.0006464124111182935
relegate,0.0053867700926524455
harbor,0.003591180061768297
spotlight,0.0006464124111182935
type,0.0007182360123536595
purge,0.005243122890181713
readmitted,0.00035911800617682973
cool,0.003950298067945127
lessen,0.0043812396753573225
inherent,0.00035911800617682973
important,0.004453063276592688
not,0.00021547080370609782
consult,0.009121597356891475
rekindle,0.0010773540185304892
implore,0.0019392372333548805
reconcile,0.004093945270415859
vomit,0.001436472024707319
rejoin,0.01027077497665733
box,0.0007900596135890254
bond,0.002442002442002442
grieve,0.0009337068160597573
intern,0.006033182503770739
misinterpret,0.0009337068160597573
flatter,0.0006464124111182935
openly,0.0007182360123536595
comfort,0.001149177619765855
warm,0.002370178840767076
overpower,0.0021547080370609784
blackmail,0.0020828844358256123
disapprove,0.003950298067945127
narrow,0.004668534080298786
sideline,0.0018674136321195146
cop,0.0006464124111182935
incapacitate,0.001149177619765855
subdue,0.00459671047906342
slay,0.002513826043237808
apprehensive,0.0006464124111182935
embarrass,0.0030165912518853697
butt,0.0007182360123536595
confide,0.002513826043237808
baptize,0.0033757092580621994
babysat,0.00021547080370609782
relent,0.001149177619765855
bankrupt,0.0013646484234719528
indulge,0.00229835523953171
corner,0.0029447676506500035
access,0.005171299288946348
disallow,0.0013646484234719528
bite,0.0021547080370609784
demote,0.004740357681534152
decode,0.0007182360123536595
hack,0.005243122890181713
evade,0.005458593693887811
exhume,0.0015082956259426848
bribe,0.002011060834590246
gaslighting,7.182360123536594e-05
disarm,0.004884004884004884
glow,0.00035911800617682973
embellish,0.0005745888098829275
gift,0.0015082956259426848
slash,0.0027292968469439056
conflate,0.001221001221001221
emulate,0.002513826043237808
cleave,0.00021547080370609782
reforge,0.0001436472024707319
appropriate,0.007110536522301228
stomp,0.0005745888098829275
glitter,7.182360123536594e-05
recite,0.0056022408963585435
seduce,0.0018674136321195146
wire,0.0020828844358256123
revolutionise,0.00043094160741219563
reinterpret,0.001436472024707319
vibrant,7.182360123536594e-05
preoccupy,0.0043812396753573225
wriggle,7.182360123536594e-05
kia,0.00035911800617682973
forbid,0.022408963585434174
misnavigated,7.182360123536594e-05
lengthen,0.00265747324570854
outclass,0.00043094160741219563
wander,0.0033038856568268333
rediscover,0.0030884148531207353
envelop,0.0020828844358256123
detour,0.00021547080370609782
lighten,0.00043094160741219563
limp,0.0005027652086475615
reallocate,0.0002872944049414638
handicap,0.001149177619765855
glimpse,0.00043094160741219563
duck,0.0005745888098829275
dodge,0.0010773540185304892
could,0.0007900596135890254
replay,0.0006464124111182935
agree[s,7.182360123536594e-05
click,0.0007182360123536595
emit,0.00265747324570854
spin,0.005243122890181713
research,0.00919342095812684
matriculate,0.001436472024707319
fix,0.00919342095812684
popular,0.007685125332184155
widely,0.00035911800617682973
reprint,0.005027652086475616
practise,0.005745888098829276
rive,0.00035911800617682973
flaw,0.001221001221001221
disprove,0.0010773540185304892
categorise,0.001005530417295123
gut,7.182360123536594e-05
backslide,0.00021547080370609782
infect,0.003950298067945127
disguise,0.004022121669180492
requisition,0.0015082956259426848
finalize,0.008259714142067083
alert,0.016232133879192704
dead,0.00761330173094879
inflame,0.0019392372333548805
deflate,0.0007900596135890254
certain,0.0006464124111182935
slink,7.182360123536594e-05
ramp,0.0015801192271780507
alienate,0.007038712921065862
expedite,0.0005745888098829275
age,0.0028011204481792717
censor,0.0027292968469439056
prone,0.0006464124111182935
while,0.0001436472024707319
sympathetic,0.0009337068160597573
multiply,0.002585649644473174
blur,0.003734827264239029
curl,0.00043094160741219563
clone,0.00021547080370609782
long,0.001221001221001221
smell,0.0015082956259426848
puff,0.00035911800617682973
mingle,0.0015082956259426848
enslave,0.0021547080370609784
zoom,0.0005027652086475615
"relations""—making",7.182360123536594e-05
tempt,0.0017237664296487825
effect,0.005027652086475616
minister,0.001005530417295123
mug,0.0005745888098829275
gazette,0.0017237664296487825
spiral,0.0018674136321195146
marginalize,0.0015801192271780507
naturalize,0.0009337068160597573
school,0.001221001221001221
prosper,0.0031602384543561015
cripple,0.00531494649141708
drown,0.0068232421173597645
ingrain,0.0010773540185304892
circumvent,0.0009337068160597573
eventuate,0.00021547080370609782
dwindle,0.004884004884004884
prolong,0.00229835523953171
fascinate,0.004022121669180492
reverse,0.02743661567190979
port,0.0018674136321195146
max,7.182360123536594e-05
helm,0.0001436472024707319
rework,0.0017955900308841484
owe,0.010055304172951232
tear,0.015657545069309775
damp,7.182360123536594e-05
transcribe,0.001436472024707319
proofread,0.0001436472024707319
ditch,0.001292824822236587
embitter,0.0005027652086475615
grasp,0.00229835523953171
suffice,0.0002872944049414638
overestimate,0.0018674136321195146
paralyze,0.003806650865474395
gloss,0.0006464124111182935
mock,0.010127127774186598
transcend,0.001292824822236587
joyously,7.182360123536594e-05
enrich,0.002226531638296344
adamant,0.0006464124111182935
diffuse,0.001149177619765855
caution,0.009552538964303671
compliment,0.0033038856568268333
opinion,0.0017237664296487825
devolve,0.002872944049414638
pattern,0.0019392372333548805
mouth,0.00043094160741219563
indebted,0.00035911800617682973
extoll,7.182360123536594e-05
in,0.007110536522301228
standardise,0.001005530417295123
reform,0.015442074265603678
specialise,0.002513826043237808
deindustrializing,7.182360123536594e-05
concurrent,0.001221001221001221
redirect,0.003878474466709761
unsuccessful,0.002585649644473174
dispel,0.0017955900308841484
slump,0.0020828844358256123
it,0.00043094160741219563
outpace,0.0013646484234719528
refurnish,7.182360123536594e-05
remedied,0.0006464124111182935
labor,0.0008618832148243913
machine,0.001292824822236587
copy,0.008618832148243914
decommission,0.008116066939596352
vest,0.003734827264239029
surmount,0.0006464124111182935
annul,0.002513826043237808
usurp,0.0020828844358256123
cure,0.0013646484234719528
hood,0.00043094160741219563
predominate,0.001005530417295123
victorious,0.001221001221001221
gradually,0.002442002442002442
scoop,0.0005027652086475615
sharpen,0.0018674136321195146
humiliate,0.004093945270415859
ponder,0.0030884148531207353
lacerate,0.00021547080370609782
sort,0.0017237664296487825
hamper,0.013718307835954895
resubordinated,7.182360123536594e-05
cement,0.0066077713136536665
inhabit,0.010414422179128061
populate,0.003734827264239029
preview,0.001221001221001221
dare,0.001436472024707319
preface,0.0007900596135890254
optioned,0.0008618832148243913
fuse,0.0031602384543561015
dip,0.002513826043237808
melt,0.004093945270415859
shear,0.0007900596135890254
herd,0.001292824822236587
fake,0.0030165912518853697
repudiate,0.005243122890181713
forewarn,0.0002872944049414638
skip,0.0029447676506500035
deflect,0.003447532859297565
recensed,7.182360123536594e-05
editorialize,0.001149177619765855
trafficks,7.182360123536594e-05
critique,0.004884004884004884
brag,0.0017237664296487825
urinate,0.001149177619765855
corrupt,0.0030884148531207353
urbanize,0.00035911800617682973
desecrate,0.001292824822236587
comb,0.001221001221001221
nurse,0.0017237664296487825
stream,0.003447532859297565
liberalise,0.00043094160741219563
spit,0.001292824822236587
oblige,0.008187890540831718
pelt,0.001149177619765855
republish,0.0030165912518853697
affix,0.001005530417295123
discriminate,0.0018674136321195146
inactive,0.0005745888098829275
fool,0.001149177619765855
curse,0.0019392372333548805
relax,0.005099475687710982
reinstate,0.009408891761832938
accelerate,0.014005602240896359
fan,0.002370178840767076
wax,0.0005027652086475615
wan,0.005243122890181713
vandalize,0.002442002442002442
ransack,0.0021547080370609784
thoughts,0.0001436472024707319
recede,0.0018674136321195146
common,0.005243122890181713
wave,0.00423759247288659
gobble,0.0001436472024707319
insinuate,0.0010773540185304892
bully,0.0033757092580621994
sample,0.0019392372333548805
unmask,7.182360123536594e-05
foment,0.002442002442002442
slide,0.003806650865474395
converge,0.004668534080298786
barricade,0.002872944049414638
steam,0.002872944049414638
1953-died,7.182360123536594e-05
moot,0.0008618832148243913
honour,0.005961358902535373
bedridden,0.00043094160741219563
foreshadow,0.002513826043237808
supplant,0.006105006105006105
indigenous,0.0002872944049414638
subsume,0.0016519428284134166
christianize,0.0007900596135890254
hellenized,0.0001436472024707319
strong,0.001436472024707319
through,0.0007182360123536595
reassert,0.0027292968469439056
befall,0.001149177619765855
alleviate,0.0017237664296487825
dampen,0.0016519428284134166
adjust,0.006105006105006105
program,0.002442002442002442
successfully,0.0019392372333548805
bewilder,0.0001436472024707319
condition,0.0018674136321195146
generalize,0.0005745888098829275
pool,0.001221001221001221
sense,0.0041657688716512245
prim,0.00035911800617682973
pinpoint,0.0009337068160597573
ritualize,0.00021547080370609782
betray,0.010917187387775622
buttress,0.0007900596135890254
smack,0.00021547080370609782
readied,0.0016519428284134166
bracket,0.0002872944049414638
denote,0.0033757092580621994
raze,0.004093945270415859
encapsulate,0.0015801192271780507
prescribe,0.0068232421173597645
meted,0.001005530417295123
risk,0.005027652086475616
flatten,0.0013646484234719528
replicate,0.001436472024707319
simplify,0.0029447676506500035
birth,0.0007182360123536595
destine,0.0013646484234719528
accede,0.0029447676506500035
still,0.0019392372333548805
impede,0.004309416074121957
forward,0.006248653307476837
envision,0.01450836744954392
rbi)—helped,7.182360123536594e-05
flied,7.182360123536594e-05
grab,0.004884004884004884
trip,0.001436472024707319
triple,0.00495582848524025
tag,0.0010773540185304892
bat,0.00021547080370609782
afflict,0.0021547080370609784
unfurl,0.0015082956259426848
clinch,0.002226531638296344
staid,7.182360123536594e-05
heckle,0.001436472024707319
waver,0.001221001221001221
tender,0.002370178840767076
unauthorized,0.0001436472024707319
vouch,0.00035911800617682973
hitchhike,0.00043094160741219563
expunge,0.0007182360123536595
radiate,0.001221001221001221
tally,0.0009337068160597573
legal,0.0005745888098829275
repay,0.002585649644473174
bend,0.0028011204481792717
carpooled,0.00021547080370609782
commute,0.004668534080298786
hound,0.0005745888098829275
sport,0.002226531638296344
scuttle,0.0017955900308841484
holiday,0.0005745888098829275
exterminate,0.0006464124111182935
forth,0.0002872944049414638
apportion,0.0008618832148243913
sovereign,7.182360123536594e-05
baptise,0.001005530417295123
compound,0.005745888098829276
boycott,0.005674064497593909
fluctuate,0.0031602384543561015
mitigate,0.002011060834590246
stabilise,0.0017955900308841484
negligible,7.182360123536594e-05
relevant,0.00021547080370609782
cofunded,7.182360123536594e-05
incubator,7.182360123536594e-05
harmonize,0.0002872944049414638
notable,0.002226531638296344
budget,0.0015082956259426848
inquire,0.002226531638296344
avert,0.0027292968469439056
attended--,7.182360123536594e-05
jeer,0.001005530417295123
tout,0.004884004884004884
reschedule,0.0010773540185304892
defect,0.012640953817424406
allot,0.004309416074121957
seat,0.0068232421173597645
can,0.00035911800617682973
"stated:""near",7.182360123536594e-05
blaze,0.0006464124111182935
readopted,0.0002872944049414638
till,0.0002872944049414638
legitimise,0.0002872944049414638
on,0.0030884148531207353
developments,0.0001436472024707319
diverge,0.004884004884004884
black,0.0008618832148243913
medically,0.00035911800617682973
temper,0.001436472024707319
audition,0.0027292968469439056
gush,0.0005027652086475615
relapse,0.0001436472024707319
conversant,7.182360123536594e-05
officiate,0.0010773540185304892
sympathize,0.0008618832148243913
balance,0.00459671047906342
derail,0.003232062055591467
swivel,0.00043094160741219563
rally,0.009408891761832938
disfranchise,0.0006464124111182935
unemployed,0.0001436472024707319
energize,0.0013646484234719528
guarantee,0.013143719026071967
wane,0.0018674136321195146
reconvene,0.001149177619765855
normalize,0.0007900596135890254
disillusion,0.0007182360123536595
bolster,0.009624362565539037
acquiesce,0.001221001221001221
surge,0.005530417295123178
unwilling,0.00043094160741219563
imminent,0.001149177619765855
dwarf,0.0007900596135890254
distract,0.005171299288946348
delegate,0.0043812396753573225
redefine,0.00459671047906342
champion,0.009408891761832938
unload,0.0017955900308841484
veer,0.00265747324570854
manoeuver,0.0002872944049414638
warrant,0.001149177619765855
obliterate,0.001436472024707319
roam,0.002513826043237808
peddle,0.0005745888098829275
reimburse,0.0007182360123536595
butcher,0.00035911800617682973
refugeed,7.182360123536594e-05
outnumber,0.007828772534654888
diversify,0.003950298067945127
oust,0.009624362565539037
redistribute,0.0015801192271780507
nationalise,0.0015801192271780507
boss,7.182360123536594e-05
dominant,0.0017955900308841484
theorise,0.0010773540185304892
angry,0.004022121669180492
wither,0.001292824822236587
petered,0.0010773540185304892
pressurise,0.0005027652086475615
capitalise,0.0013646484234719528
hoard,0.0009337068160597573
scrutinise,0.0013646484234719528
sceptical,0.0007182360123536595
reassure,0.0033757092580621994
despise,0.0031602384543561015
ill,0.0002872944049414638
convalesce,0.0005027652086475615
suck,0.002226531638296344
queue,0.00035911800617682973
embalm,0.00021547080370609782
deride,0.004884004884004884
fond,0.00043094160741219563
annoy,0.0027292968469439056
systematise,0.0001436472024707319
network,0.00043094160741219563
restructure,0.004022121669180492
interoperable,0.00021547080370609782
defer,0.003734827264239029
shadow,0.0015801192271780507
brutalize,0.00043094160741219563
sift,0.0008618832148243913
reprise,0.005674064497593909
antagonize,0.0007182360123536595
trick,0.003950298067945127
snort,0.00021547080370609782
firebomb,0.0009337068160597573
mistime,7.182360123536594e-05
detach,0.008403361344537815
damn,0.0005745888098829275
mute,0.0009337068160597573
remastered,0.00035911800617682973
fast,0.001436472024707319
transit,0.0030165912518853697
outwit,0.0001436472024707319
prototyped,0.00021547080370609782
shell,0.009121597356891475
confer,0.007038712921065862
exact,0.0020828844358256123
restrain,0.003950298067945127
heighten,0.006033182503770739
float,0.004093945270415859
retaliate,0.005099475687710982
deliberate,0.00229835523953171
compromise,0.008331537743302449
deplane,7.182360123536594e-05
materialize,0.0019392372333548805
that,0.005530417295123178
blast,0.006320476908712203
downplay,0.006966889319830497
constrain,0.003950298067945127
terrorize,0.0013646484234719528
misquote,0.00043094160741219563
rebuke,0.0030884148531207353
stock,0.002011060834590246
contaminate,0.002513826043237808
precis,7.182360123536594e-05
lump,0.0005745888098829275
waterboarding,0.0005027652086475615
mimic,0.0017237664296487825
outlive,0.0005027652086475615
taint,0.0013646484234719528
admonish,0.002370178840767076
stain,0.0009337068160597573
rationalize,0.0007182360123536595
disgrace,0.0002872944049414638
conspire,0.003591180061768297
unsigned,7.182360123536594e-05
gravitate,0.0008618832148243913
accommodate,0.003734827264239029
subvert,0.001221001221001221
distrust,0.003950298067945127
idealize,0.0007182360123536595
triumph,0.0021547080370609784
nationalize,0.0030165912518853697
remilitarize,7.182360123536594e-05
demilitarize,0.00021547080370609782
redrew,0.00035911800617682973
reconfigured,0.001005530417295123
decriminalize,0.00035911800617682973
aestheticized,7.182360123536594e-05
rewatching,7.182360123536594e-05
theatrically,0.0009337068160597573
tease,0.002442002442002442
toast,0.0005027652086475615
gauge,0.0008618832148243913
gross,0.007900596135890253
occlude,7.182360123536594e-05
endanger,0.00423759247288659
children,7.182360123536594e-05
knight,0.00265747324570854
adversely,0.0005027652086475615
safeguard,0.002011060834590246
circle,0.00229835523953171
consent,0.002442002442002442
scribble,0.00043094160741219563
archive,0.0007900596135890254
convoy,0.0005745888098829275
line,0.006679594914889032
jab,0.0002872944049414638
maced,7.182360123536594e-05
bluff,0.00035911800617682973
taunt,0.002513826043237808
clog,0.00035911800617682973
spy,0.0027292968469439056
greatly,0.0010773540185304892
wick,7.182360123536594e-05
signify,0.003519356460532931
flower,0.00021547080370609782
pollinate,0.0001436472024707319
dupe,0.0009337068160597573
swim,0.002370178840767076
demobilise,0.0010773540185304892
abbreviate,0.0028011204481792717
undercut,0.0018674136321195146
regress,0.0007900596135890254
better,0.00035911800617682973
torch,0.0020828844358256123
arraign,0.0007900596135890254
enumerate,0.0018674136321195146
burgle,0.00021547080370609782
jolt,0.0008618832148243913
favourable,0.0001436472024707319
lapse,0.0028011204481792717
reauthorized,0.0005745888098829275
fasten,0.0007900596135890254
level,0.008187890540831718
jump[ing,7.182360123536594e-05
deplete,0.004022121669180492
reassemble,0.0007182360123536595
lob,0.001292824822236587
congregate,0.001149177619765855
retrace,0.0002872944049414638
mishandle,0.0007900596135890254
mentor,0.0029447676506500035
mature,0.0033757092580621994
as,0.0013646484234719528
despair,0.0005745888098829275
pull[ing,7.182360123536594e-05
predesignated,7.182360123536594e-05
"cook—""sent",7.182360123536594e-05
license,0.00495582848524025
download,0.00265747324570854
wake,0.0029447676506500035
interweave,0.0008618832148243913
entrain,0.00021547080370609782
preparatory,7.182360123536594e-05
pile,0.00229835523953171
collide,0.005674064497593909
ubiquitous,0.00021547080370609782
recriminalized,7.182360123536594e-05
time,0.0018674136321195146
wider,0.0001436472024707319
disburse,0.0007182360123536595
curb,0.001149177619765855
hike,0.0008618832148243913
consistent,0.001436472024707319
implicitly,0.00043094160741219563
spat,0.001221001221001221
cheer,0.0030165912518853697
blunder,0.00043094160741219563
ongoing,0.008116066939596352
mass,0.003734827264239029
eager,0.002370178840767076
expropriate,0.001436472024707319
unearth,0.0028011204481792717
overflow,0.0005745888098829275
reinundated,7.182360123536594e-05
cleanse,0.001436472024707319
demarcate,0.00043094160741219563
engulf,0.0033038856568268333
parachute,0.0030884148531207353
plaster,0.0005027652086475615
would,0.0007900596135890254
swallow,0.0018674136321195146
outgrow,0.001221001221001221
berate,0.00229835523953171
waterboarded,0.0005027652086475615
drip,0.0006464124111182935
scout,0.002585649644473174
rendezvous,0.0005745888098829275
stockpile,0.0016519428284134166
gutting,0.0002872944049414638
disgust,0.0015082956259426848
enrage,0.003663003663003663
whitewash,0.00035911800617682973
maim,0.001005530417295123
quell,0.003447532859297565
inside,0.00043094160741219563
disseminate,0.00459671047906342
breathe,0.0015801192271780507
uniform,0.0002872944049414638
overlap,0.00229835523953171
decertified,0.0001436472024707319
renegotiate,0.0007900596135890254
lease,0.006033182503770739
rebound,0.002442002442002442
reinaugurated,7.182360123536594e-05
bandy,0.0001436472024707319
forecast,0.003734827264239029
flex,0.0002872944049414638
fax,0.0006464124111182935
stampede,0.00021547080370609782
trump,0.0009337068160597573
trounce,0.00021547080370609782
plunge,0.006966889319830497
water,0.001292824822236587
optimise,0.0007900596135890254
cod,0.0005027652086475615
color,0.0017237664296487825
bother,0.0008618832148243913
default,0.0010773540185304892
avenge,0.0006464124111182935
pout,7.182360123536594e-05
deplore,0.0030165912518853697
emanate,0.0021547080370609784
poll,0.007326007326007326
nudge,0.0005027652086475615
cofounded,0.00043094160741219563
codify,0.007972419737125619
maneuver,0.004309416074121957
flash,0.0015082956259426848
curve,0.001149177619765855
jack,0.0001436472024707319
traverse,0.003806650865474395
normal,7.182360123536594e-05
hasten,0.004453063276592688
utilise,0.003950298067945127
suicide,0.0008618832148243913
renowned,0.0015801192271780507
reconnoiter,0.0006464124111182935
cluster,0.0013646484234719528
operations,0.0001436472024707319
stabilize,0.006320476908712203
withdrawal,0.00021547080370609782
desperate,0.001005530417295123
stray,0.0029447676506500035
redeployment,7.182360123536594e-05
's,0.0001436472024707319
speech,0.00035911800617682973
motorize,0.0002872944049414638
repute,0.0013646484234719528
recur,0.0015082956259426848
mandatory,0.00043094160741219563
crucial,0.0007182360123536595
thrust,0.003663003663003663
blossom,0.0013646484234719528
bench,0.00021547080370609782
reconnects,0.00043094160741219563
entitle,0.00423759247288659
solicit,0.00423759247288659
recharge,0.00035911800617682973
display[ed,7.182360123536594e-05
think[s,7.182360123536594e-05
veer[ed,7.182360123536594e-05
ink,0.0005027652086475615
advertise,0.004812181282769518
across,0.0009337068160597573
later,0.00043094160741219563
gear,0.002226531638296344
reintroduce,0.007038712921065862
emplace,0.0009337068160597573
booby,0.00021547080370609782
bricked,0.0002872944049414638
with,0.001221001221001221
bulldoze,0.001292824822236587
reestablish,0.00459671047906342
obfuscate,0.00021547080370609782
prey,0.001292824822236587
mutiny,0.0010773540185304892
regularize,7.182360123536594e-05
rearrange,0.001149177619765855
shy,0.0010773540185304892
impound,0.001221001221001221
way,0.00021547080370609782
shorn,0.0001436472024707319
amalgamate,0.005243122890181713
pollute,0.0008618832148243913
tug,0.0002872944049414638
horrify,0.002585649644473174
cradle,0.0005027652086475615
penalize,0.0007900596135890254
rival,0.001292824822236587
dwell,0.0013646484234719528
foretell,0.001149177619765855
accouter,7.182360123536594e-05
staff,0.00229835523953171
revere,0.003447532859297565
recycle,0.001436472024707319
whistle,0.0002872944049414638
molest,0.001005530417295123
slice,0.001005530417295123
subtract,0.0007182360123536595
guess,0.002011060834590246
jib,7.182360123536594e-05
extrapolate,0.001005530417295123
inflate,0.0019392372333548805
chop,0.0019392372333548805
shelve,0.0027292968469439056
enthrone,0.0005027652086475615
colonise,0.001149177619765855
formalise,0.0020828844358256123
revamp,0.001221001221001221
reappointed,0.0005745888098829275
homestead,7.182360123536594e-05
foreclose,0.0005745888098829275
sire,0.0002872944049414638
legalise,0.001221001221001221
institutionalise,0.00021547080370609782
inculturated,7.182360123536594e-05
empasized,7.182360123536594e-05
teeter,0.00043094160741219563
unhappy,0.002442002442002442
hedge,0.0005745888098829275
propound,0.0015082956259426848
undergird,7.182360123536594e-05
errupted,7.182360123536594e-05
swerve,0.0009337068160597573
forgive,0.001292824822236587
tire,0.0009337068160597573
roleplay,7.182360123536594e-05
evangelize,0.0002872944049414638
"god""—accepted",7.182360123536594e-05
herald,0.003878474466709761
canonize,0.0013646484234719528
included--,7.182360123536594e-05
reprogrammed,7.182360123536594e-05
repress,0.003447532859297565
discipline,0.002011060834590246
memorize,0.0015801192271780507
vicariously,0.0001436472024707319
overload,0.0006464124111182935
batized,7.182360123536594e-05
scapegoats,7.182360123536594e-05
stalk,0.0016519428284134166
hypothezised,7.182360123536594e-05
premièred,0.0005027652086475615
muster,0.005458593693887811
late,0.00035911800617682973
botch,0.0002872944049414638
widow,0.0005745888098829275
freak,0.0007182360123536595
hypnotize,0.00021547080370609782
drug,0.0010773540185304892
mend,0.001221001221001221
outrage,0.006105006105006105
undefeated,0.0001436472024707319
slam,0.0043812396753573225
cuff,7.182360123536594e-05
clothe,0.0016519428284134166
bail,0.0027292968469439056
invalidate,0.0018674136321195146
upload,0.0043812396753573225
chastise,0.003519356460532931
babysitting,7.182360123536594e-05
inscribe,0.004884004884004884
bolt,0.0015801192271780507
wage,0.0008618832148243913
shower,0.001436472024707319
obey,0.0018674136321195146
pepper,0.001149177619765855
de,0.0010773540185304892
reciprocate,0.0005745888098829275
fatally,0.0005745888098829275
suppose,0.010414422179128061
hakimiclaimed,7.182360123536594e-05
seriously,0.0007182360123536595
glorify,0.001005530417295123
esteem,0.00035911800617682973
straddle,0.0009337068160597573
retributed,7.182360123536594e-05
squeeze,0.0028011204481792717
downgrade,0.002442002442002442
dissipate,0.0017237664296487825
distress,0.0017237664296487825
obligate,0.0006464124111182935
drum,0.0007182360123536595
telephone,0.0033038856568268333
misspell,0.0002872944049414638
outstretched,0.0001436472024707319
clip,0.001005530417295123
dent,0.0009337068160597573
bang,0.0007182360123536595
dialogue,0.0001436472024707319
amaze,0.001292824822236587
obsess,0.0019392372333548805
disparage,0.0009337068160597573
